rep,id,Cl,V1,Q,V2,S,R0,gamma,MTT
9,27,2.81816,0.578162,2.32664,4.97397,20.1851,981.063,0.436093,85.3056
10,27,2.81963,0.616152,2.3145,5.00056,19.9391,983.882,0.438637,85.1343
1,28,2.8244,0.98953,2.33264,5.03084,20.0505,986.433,0.434967,85.1133
2,28,2.82449,1.01245,2.29616,4.95367,19.9371,985.552,0.43426,85.2354
3,28,2.82188,0.92665,2.2999,4.91762,20.2931,983.137,0.435308,85.2791
4,28,2.81933,0.969923,2.30625,4.98969,19.8819,985.883,0.434495,85.1572
5,28,2.82098,0.973919,2.32832,5.08604,20.1482,981.456,0.435013,85.3276
6,28,2.81937,1.051,2.34627,5.11573,20.2675,985.153,0.437448,85.1597
7,28,2.8134,0.955245,2.30953,4.96702,20.0716,983.636,0.434207,85.4653
8,28,2.81929,0.952272,2.32245,4.89582,20.0132,982.765,0.43848,85.2908
9,28,2.82407,0.9689,2.34116,4.93475,20.1621,981.974,0.435428,85.1458
10,28,2.83118,1.00563,2.29255,5.05213,20.1581,985.35,0.437415,85.2402
1,29,2.81595,0.641999,2.33049,4.8232,19.9912,986.195,0.438129,84.9245
2,29,2.81823,0.639189,2.34038,4.97664,20.0152,984.978,0.440966,85.1894
3,29,2.81738,0.614476,2.32636,4.96176,19.8642,983.829,0.437084,85.0078
4,29,2.81519,0.623344,2.32914,4.86867,19.9195,982.93,0.438925,85.1773
5,29,2.82526,0.671926,2.34889,4.96211,20.2436,981.808,0.437743,85.1383
6,29,2.81901,0.632102,2.3495,5.02023,19.8424,983.635,0.436541,85.1197
7,29,2.81505,0.638569,2.34513,4.94581,20.0123,985.684,0.437711,85.2376
8,29,2.82151,0.613661,2.31844,4.97845,19.7877,981.901,0.438298,84.9641
9,29,2.8273,0.637607,2.32248,4.90289,19.7025,986.484,0.439698,84.624
10,29,2.8223,0.681526,2.32804,4.95551,20.2135,985.122,0.439339,85.0875
1,30,2.82557,1.06503,2.32134,4.93614,20.0171,981.635,0.435686,85.0013
2,30,2.81886,1.09264,2.33142,5.03865,20.2624,985.247,0.437069,85.1378
3,30,2.82212,1.10003,2.37182,4.93188,19.7908,985.265,0.436694,85.301
4,30,2.82758,1.12977,2.34161,4.87584,19.8663,984.626,0.435204,85.1613
5,30,2.81509,1.06187,2.30967,5.00383,20.1899,984.246,0.43634,85.2052
6,30,2.82937,1.03689,2.36026,4.80475,19.9184,981.617,0.438367,85.0822
7,30,2.81766,1.13173,2.30363,4.95696,20.1599,983.522,0.434029,85.1277
8,30,2.82508,1.11811,2.35649,4.90313,20.0409,984.007,0.43576,85.1668
9,30,2.81895,1.11663,2.33034,4.9978,19.9203,985.425,0.438589,85.2925
10,30,2.82202,1.06837,2.34364,4.91201,20.0457,981.388,0.438557,85.4476
1,31,2.81694,0.782637,2.32254,4.96075,20.2404,983.103,0.437459,85.3693
2,31,2.82042,0.802313,2.33208,4.91722,20.0873,980.985,0.437776,85.0513
3,31,2.81585,0.823661,2.3275,5.03195,20.0972,982.178,0.437753,85.0391
4,31,2.80916,0.796064,2.29738,4.94664,20.1149,980.841,0.435722,85.2192
5,31,2.81188,0.834998,2.34612,5.14697,19.8385,982.488,0.435932,85.2258
6,31,2.81691,0.805463,2.3231,5.03948,19.9074,982.733,0.438861,85.0161
7,31,2.81949,0.789666,2.34201,4.85834,20.1952,981.224,0.438487,85.163
8,31,2.82042,0.800663,2.3531,5.01493,19.9938,981.203,0.437977,85.1086
9,31,2.81645,0.804836,2.33499,5.00915,20.0671,983.221,0.438517,85.0289
10,31,2.81604,0.806097,2.35256,5.11483,20.136,979.407,0.438556,85.2256
1,32,2.81421,0.326407,2.33878,4.94433,20.1215,982.177,0.436112,85.011
2,32,2.81397,0.332353,2.33621,4.97081,19.8995,985.405,0.436077,85.3337
3,32,2.81758,0.345133,2.38644,5.03406,19.9949,983.144,0.439466,85.2404
4,32,2.82304,0.344364,2.33949,4.99475,19.9469,982.28,0.434296,85.1237
5,32,2.81446,0.299726,2.32785,4.991,20.1354,981.288,0.439309,85.0857
6,32,2.81161,0.305403,2.35138,4.94972,20.2754,979.994,0.434717,85.3816
7,32,2.82216,0.326371,2.32631,5.01196,20.0912,978.931,0.434987,85.1742
8,32,2.81936,0.320259,2.32552,4.93583,20.1778,982.732,0.436329,85.0224
9,32,2.81732,0.336699,2.36066,4.99573,19.8072,982.149,0.437906,85.1255
10,32,2.81442,0.320873,2.31814,5.00572,19.9758,982.171,0.437789,85.155
1,33,2.81275,0.825651,2.35002,5.06992,19.9197,981.035,0.4419,85.1233
2,33,2.81359,0.770855,2.3384,4.99549,20.415,983.108,0.439766,85.5249
3,33,2.80357,0.797594,2.32715,4.88804,20.0635,983.877,0.442866,85.0989
